CLAVE,CLAVE_OMM,NOMBRE,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,INICIO,FIN,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES
00020069,,SAN JUAN METALTEPEC,SANTIAGO ZACATEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO TRINIDAD,CLIMATOLOGICA,CONAGUA-DGE,01/07/1955,31/10/1973,SUSPENDIDA,17,10,22,95,54,51,1526.0,
00020070,,MIAHUATLAN (SMN),MIAHUATLAN DE PORFIRIO DIAZ,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1946,30/11/2011,OPERANDO,16,19,46,96,35,38,1559.0,
00020071,,MIAHUATLAN (DGE),MIAHUATLAN DE PORFIRIO DIAZ,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-DGE,01/12/1952,31/12/1997,SUSPENDIDA,16,21,0,96,37,0,1537.0,
00020072,,MONTERROSA,LOMA BONITA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO CHICAPA,CLIMATOLOGICA,CONAGUA-DGE,01/09/1955,31/12/1984,SUSPENDIDA,17,46,59,95,54,11,73.0,
00020073,,NACALTEPEC,SANTIAGO NACALTEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/11/1969,31/12/2010,OPERANDO,17,31,0,96,55,59,2101.0,
00020074,,SANTA MARIA NATIVITAS,SANTA MARIA NATIVITAS,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1968,31/05/1980,SUSPENDIDA,17,38,59,97,19,59,2295.0,
00020076,,ASUNCION NOCHIXTLAN,ASUNCION NOCHIXTLAN,OAXACA,GOLFO CENTRO,RIO ATOYAC,RIO SORDO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1926,31/12/2011,OPERANDO,17,28,0,97,13,0,2080.0,
00020077,,NUSUTIA (CFE),SANTIAGO IXTAYUTLA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO YOLATEPEC,CLIMATOLOGICA,CFE,01/08/1971,29/02/2004,OPERANDO,16,36,2,97,40,5,399.0,
00020078,76775,OAXACA (OBS),OAXACA DE JUAREZ,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,OBSERVATORIO,CONAGUA-SMN,01/02/1981,30/04/2010,OPERANDO,17,1,38,96,42,37,1549.0,
00020079,,OAXACA,OAXACA DE JUAREZ,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-OAXACA DE JUAREZ,CLIMATOLOGICA,CONAGUA-DGE,01/02/1930,30/11/2011,OPERANDO,17,4,59,96,42,35,1594.0,
00020080,,OCOTLAN DE MORELOS,OCOTLAN DE MORELOS,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1923,29/02/2004,OPERANDO,16,48,0,96,40,0,1522.0,
00020081,,SAN LUCAS OJITLAN,SAN LUCAS OJITLAN,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/02/1951,31/12/2000,OPERANDO,18,3,34,96,23,44,139.0,
00020082,,OSTUTA,SANTO DOMINGO ZANATEPEC,OAXACA,PACIFICO SUR,LAGOS SUPERIOR E INFERIOR,RIO OSTUTA,CLIMATOLOGICA,CONAGUA-DGE,01/02/1948,31/12/2011,OPERANDO,16,29,48,94,26,17,37.0,
00020083,,PARIAN,SAN JERONIMO SOSOLA,OAXACA,PACIFICO SUR,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/04/1955,30/06/1980,SUSPENDIDA,17,25,0,97,1,0,1551.0,
00020084,,PAPALOAPAN,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-SMN,01/07/1947,31/12/2010,OPERANDO,18,8,59,96,4,59,2744.0,
00020085,,PASO ANCHO (CFE),SAN VICENTE COATLAN,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CFE,01/05/1957,29/02/2004,OPERANDO,16,22,0,96,52,59,1361.0,
00020086,,PASO DE LA REYNA,SANTIAGO JAMILTEPEC,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-PASO DE LA REYNA,CLIMATOLOGICA,CONAGUA-DGE,01/11/1960,31/12/1988,SUSPENDIDA,16,15,37,97,37,0,438.0,
00020087,,PILOTO UNO,SANTO DOMINGO TEHUANTEPEC,OAXACA,PACIFICO SUR,LAGOS SUPERIOR E INFERIOR,LAGOS SUPERIOR E INFERIOR,CLIMATOLOGICA,CONAGUA-DGE,01/09/1964,29/02/1984,SUSPENDIDA,16,25,0,95,12,11,42.0,
00020088,,PINOTEPA NACIONAL (SMN),SANTIAGO PINOTEPA NACIONAL,OAXACA,PACIFICO SUR,RIO LA ARENA,RIO LA ARENA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1945,30/04/1993,SUSPENDIDA,16,22,0,98,2,59,350.0,
00020089,,PLUMA HIDALGO,PLUMA HIDALGO,OAXACA,PACIFICO SUR,RIO COPALITA,RIO TONAMECA,CLIMATOLOGICA,CONAGUA-DGE,01/12/1962,30/11/1999,SUSPENDIDA,15,55,0,96,25,59,1338.0,
00020090,,SAN PEDRO POCHUTLA,SAN PEDRO POCHUTLA,OAXACA,PACIFICO SUR,RIO COPALITA,RIO TONAMECA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/08/1987,SUSPENDIDA,15,45,0,96,28,0,165.0,
00020091,,PORVENIR,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,OAXACA,PACIFICO SUR,LAGOS SUPERIOR E INFERIOR,LAGOS SUPERIOR E INFERIOR,CLIMATOLOGICA,CONAGUA-DGE,01/08/1965,28/02/1984,SUSPENDIDA,16,29,20,94,58,47,22.0,
00020092,76855,PUERTO ANGEL (OBS),SAN PEDRO POCHUTLA,OAXACA,PACIFICO SUR,RIO COPALITA,SAN PEDRO POCHUTLA,OBSERVATORIO,CONAGUA-SMN,01/01/1982,30/04/2010,OPERANDO,15,40,59,96,28,59,84.0,
00020094,,PUTLA DE GUERRERO (CFE),PUTLA VILLA DE GUERRERO,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO YOLATEPEC,CLIMATOLOGICA,CFE,01/08/1961,30/06/2000,OPERANDO,17,7,0,97,52,23,1316.0,
00020095,,SANTA MARIA PUXMETACAN,SAN JUAN COTZOCON,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO TRINIDAD,CLIMATOLOGICA,CONAGUA-DGE,01/01/1960,31/12/1984,SUSPENDIDA,17,16,59,95,37,0,342.0,
00020096,,QUIOTEPEC,SAN JUAN BAUTISTA CUICATLAN,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2010,OPERANDO,17,53,24,96,59,26,543.0,
00020097,,SAN MIGUEL QUETZALTEPEC,SAN MIGUEL QUETZALTEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO TRINIDAD,CLIMATOLOGICA,CONAGUA-DGE,01/06/1955,31/05/1987,SUSPENDIDA,16,58,59,95,46,59,1211.0,
00020098,,RIO GRANDE,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,OAXACA,PACIFICO SUR,RIO COLOTEPEC,RIO GRANDE,CLIMATOLOGICA,CONAGUA-DGE,01/05/1968,31/12/1988,SUSPENDIDA,16,0,39,97,25,59,27.0,
00020099,,SAN MIGUEL SOLA DE VEGA (CFE),VILLA SOLA DE VEGA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CFE,01/09/1961,31/12/2000,OPERANDO,16,30,52,96,58,39,1409.0,
00020100,76833,SALINA CRUZ (OBS),SALINA CRUZ,OAXACA,PACIFICO SUR,RIO ASTATA,SALINA CRUZ,OBSERVATORIO,CONAGUA-SMN,01/06/1982,28/02/2010,OPERANDO,16,10,10,95,10,59,19.0,
00020101,,SALINA CRUZ,SALINA CRUZ,OAXACA,PACIFICO SUR,RIO ASTATA,SALINA CRUZ,CLIMATOLOGICA,CONAGUA-DGE,01/06/1968,31/01/1979,SUSPENDIDA,16,10,59,95,12,0,10.0,
00020102,,SAN AGUSTIN TLACOTEPEC,SAN AGUSTIN TLACOTEPEC,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO SORDO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1988,SUSPENDIDA,17,12,0,97,31,4,2018.0,
00020103,,SAN ANDRES LAGUNAS,SAN ANDRES LAGUNAS,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1953,31/12/2011,OPERANDO,17,34,24,97,31,21,2310.0,
00020104,,SAN ANTONIO ABAD,TLACOTEPEC PLUMAS,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/10/1954,31/05/1980,SUSPENDIDA,17,52,40,97,27,0,2188.0,
00020105,,SAN ESTEBAN ATATLAHUCA (CFE),SAN ESTEBAN ATATLAHUCA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO SORDO,CLIMATOLOGICA,CFE,01/01/1961,31/10/1995,SUSPENDIDA,17,3,54,97,40,45,2455.0,
00020106,,SAN FRANCISCO OZOLOTEPEC,SAN FRANCISCO OZOLOTEPEC,OAXACA,PACIFICO SUR,RIO COPALITA,RIO COPALITA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/10/1987,SUSPENDIDA,16,4,59,96,13,0,1431.0,
00020107,,SAN FRANCISCO TEOPAN,SAN FRANCISCO TEOPAN,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1968,31/07/1980,SUSPENDIDA,17,51,0,97,30,0,2290.0,
00020108,,SAN FRANCISCO YOSOCUTA,SAN MARCOS ARTEAGA,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/07/1970,31/07/2002,OPERANDO,17,43,0,97,46,59,1544.0,
00020109,,SAN JERONIMO TAVICHE,SAN JERONIMO TAVICHE,OAXACA,PACIFICO SUR,RIO TEHUANTEPEC,RIO SAN ANTONIO,CLIMATOLOGICA,CONAGUA-SMN,01/10/1944,29/02/2000,OPERANDO,16,43,59,96,34,31,1718.0,
00020110,,SAN JORGE NUCHITA,SAN JORGE NUCHITA,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/05/1965,31/12/1988,SUSPENDIDA,17,40,23,98,4,59,1409.0,
00020111,,SAN JOSE LACHIGUIRI,SAN JOSE LACHIGUIRI,OAXACA,PACIFICO SUR,RIO TEHUANTEPEC,RIO SAN ANTONIO,CLIMATOLOGICA,CONAGUA-DGE,01/05/1967,30/11/2004,OPERANDO,16,22,59,96,19,59,1679.0,
00020112,,SAN JOSE TENANGO II,SAN JOSE TENANGO,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,PRESA PRESIDENTE ALEMAN,CLIMATOLOGICA,CONAGUA-DGE,01/01/1984,31/12/2010,OPERANDO,18,8,59,96,43,4,782.0,
00020113,,SAN JUAN DEL RIO,SANTIAGO CHOAPAM,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO DE LA LANA,CLIMATOLOGICA,CONAGUA-DGE,01/09/1948,31/12/2010,OPERANDO,17,25,54,95,49,49,557.0,
00020114,,SAN LUCAS ARROYO PALOMA,SAN JUAN BAUTISTA VALLE NACIONAL,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/12/1953,31/12/2010,OPERANDO,17,50,19,96,22,3,346.0,
00020115,,SAN MARTIN DURAZNOS (CFE),SAN SEBASTIAN TECOMAXTLAHUACA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CFE,01/10/1961,30/11/1987,SUSPENDIDA,17,18,0,98,4,0,2352.0,
00020116,,SAN MIGUEL TULANCINGO,SAN MIGUEL TULANCINGO,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/05/1980,SUSPENDIDA,17,45,0,97,25,59,2249.0,
00020117,,SAN MIGUEL CHIMALAPA,SAN MIGUEL CHIMALAPA,OAXACA,PACIFICO SUR,LAGOS SUPERIOR E INFERIOR,RIO CHICAPA,CLIMATOLOGICA,CONAGUA-DGE,01/04/1961,31/07/2011,OPERANDO,16,42,42,94,44,54,120.0,
00020118,,SAN MIGUEL EJUTLA,SAN MIGUEL EJUTLA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1926,31/12/2011,OPERANDO,16,34,46,96,44,14,1446.0,
00020119,,SAN MIGUEL TEQUIXTEPEC,SAN MIGUEL TEQUIXTEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/05/1980,SUSPENDIDA,17,48,6,97,20,25,2027.0,
00020120,,SAN MIGUEL SUCHIXTEPEC,SAN MIGUEL SUCHIXTEPEC,OAXACA,PACIFICO SUR,RIO COPALITA,RIO COPALITA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2011,OPERANDO,16,5,29,96,27,54,2453.0,
00020121,,SAN PEDRO CANTAROS,SAN PEDRO COXCALTEPEC CANTAROS,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2010,OPERANDO,17,29,46,97,8,32,2201.0,
00020122,,SAN PEDRO JUCHATENGO (CFE),SAN PEDRO JUCHATENGO,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-SAN PEDRO JUCHATENGO,CLIMATOLOGICA,CFE,01/10/1961,29/02/2004,OPERANDO,16,20,36,97,5,20,879.0,
00020123,,SAN PEDRO MIXTEPEC,SAN PEDRO MIXTEPEC -DTO. 22 -,OAXACA,PACIFICO SUR,RIO COLOTEPEC,SAN PEDRO MIXTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/08/1990,SUSPENDIDA,15,58,59,97,5,59,227.0,
00020124,,SAN PEDRO NOLASCO,SANTIAGO XIACUI,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/06/1980,SUSPENDIDA,17,17,23,96,25,59,2173.0,
00020125,,SANTA CATARINA,SANTO DOMINGO TONALA,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1970,31/07/2001,OPERANDO,17,40,0,97,57,0,1349.0,
00020126,,SANTA CRUZ ZENZONTEPEC (CFE),SANTA CRUZ ZENZONTEPEC,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-SAN PEDRO JUCHATENGO,CLIMATOLOGICA,CFE,01/12/1961,31/12/2000,OPERANDO,16,32,12,97,29,43,960.0,
00020127,,SANTA MARIA CHIMALAPA,SANTA MARIA CHIMALAPA,OAXACA,GOLFO CENTRO,RIO COATZACOALCOS,RIO COATZACOALCOS,CLIMATOLOGICA,CONAGUA-DGE,01/06/1964,29/02/2000,OPERANDO,16,53,59,94,40,59,308.0,
00020129,,SANTA MARIA IXCATLAN,SANTA MARIA IXCATLAN,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/11/1953,31/12/2010,OPERANDO,17,51,0,97,10,59,1896.0,
00020130,,SANTA MARIA YUCUHITI (CFE),SANTA MARIA YUCUHITI,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO YOLATEPEC,CLIMATOLOGICA,CFE,01/05/1960,30/11/2010,OPERANDO,17,1,0,97,47,59,1876.0,
00020131,,SANTIAGO APOALA,SANTIAGO APOALA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1966,28/02/1982,SUSPENDIDA,17,38,59,97,7,0,1959.0,
00020132,,SANTIAGO ASTATA (SMN),SANTIAGO ASTATA,OAXACA,PACIFICO SUR,RIO ASTATA,RIO ASTATA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/12/1995,SUSPENDIDA,15,58,48,95,40,0,30.0,
00020133,,SANTIAGO CHILIXTLAHUACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/11/1970,29/02/2004,OPERANDO,17,51,11,97,54,0,2099.0,
00020134,,SANTIAGO CHIVELA,ASUNCION IXTALTEPEC,OAXACA,GOLFO CENTRO,RIO TEHUANTEPEC,RIO TOLOSA,CLIMATOLOGICA,CONAGUA-DGE,01/07/1949,31/12/2010,OPERANDO,16,43,0,95,0,0,217.0,
00020135,,SANTIAGO MINAS,SANTIAGO MINAS,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-SAN PEDRO JUCHATENGO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1953,30/09/1997,SUSPENDIDA,16,25,59,97,13,0,956.0,
00020136,,SANTIAGO PROGRESO,SAN JUAN BAUTISTA VALLE NACIONAL,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/06/1983,SUSPENDIDA,17,42,24,96,15,57,134.0,
00020137,,SANTIAGO TEOTONGO,TEOTONGO,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/05/2002,OPERANDO,17,43,0,97,32,59,2076.0,
00020138,,SANTIAGO TUTLA,SAN JUAN MAZATLAN,OAXACA,GOLFO CENTRO,RIO COATZACOALCOS,RIO SANTIAGO TUTLA,CLIMATOLOGICA,CONAGUA-DGE,01/05/1965,31/08/2005,OPERANDO,17,11,32,95,22,24,133.0,
00020139,,SANTO DOMINGO,SAN FELIPE JALAPA DE DIAZ,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1984,SUSPENDIDA,18,3,0,96,32,59,137.0,
00020140,,SARABIA I,SAN JUAN GUICHICOVI,OAXACA,GOLFO CENTRO,RIO COATZACOALCOS,RIO COATZACOALCOS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/05/1975,SUSPENDIDA,17,4,59,95,4,0,100.0,
00020141,,SILACAYOAPAM (SMN),SILACAYOAPAM,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-SMN,01/06/1942,30/11/2000,OPERANDO,17,30,0,98,9,0,1675.0,
00020142,,SILACAYOAPAM (DGE),SILACAYOAPAM,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/08/1970,31/12/1988,SUSPENDIDA,17,30,0,98,9,0,1705.0,
00020143,,SUCHIXTLAHUACA -QUIOTEP-,SAN CRISTOBAL SUCHIXTLAHUACA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1953,31/12/2010,OPERANDO,17,41,12,97,23,30,2348.0,
00020144,,SUCHIXTLAHUACA -TEHUANTEPEC-,SAN CRISTOBAL SUCHIXTLAHUACA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1988,SUSPENDIDA,17,43,23,97,20,59,2084.0,
00020145,,SAN MIGUEL TALEA DE CASTRO,VILLA TALEA DE CASTRO,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO CHICAPA,CLIMATOLOGICA,CONAGUA-DGE,01/05/1955,30/11/2002,OPERANDO,17,21,0,96,15,0,1607.0,
00020146,,SANTIAGO TAMAZOLA,SANTIAGO TAMAZOLA,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/03/1963,31/12/2001,OPERANDO,17,40,12,98,13,14,1782.0,
00020147,,TAMAZULAPAM DEL PROGRESO (CFE),VILLA DE TAMAZULAPAM DEL PROGRESO,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CFE,01/06/1956,30/09/1978,SUSPENDIDA,17,40,0,97,34,0,2125.0,
00020148,,TAPANATEPEC,SAN PEDRO TAPANATEPEC,OAXACA,FRONTERA SUR,LAGOS SUPERIOR E INFERIOR,RIO TAPANATEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,28/02/2010,OPERANDO,16,24,8,94,12,57,72.0,
00020149,,TEHUANTEPEC,SANTO DOMINGO TEHUANTEPEC,OAXACA,PACIFICO SUR,RIO PAPALOAPAN,RIO CHICAPA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1941,31/12/2011,OPERANDO,16,19,0,95,14,4,41.0,
00020150,,TEJOCOTES,SANTIAGO TENANGO,OAXACA,GOLFO CENTRO,RIO ATOYAC,RIO ATOYAC-OAXACA DE JUAREZ,CLIMATOLOGICA,CONAGUA-DGE,01/10/1953,31/12/2009,OPERANDO,17,13,56,97,0,8,2287.0,
00020151,,SAN FRANCISCO TELIXTLAHUACA,SAN FRANCISCO TELIXTLAHUACA,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/11/2011,OPERANDO,17,18,0,96,54,0,2260.0,
00020152,,TEMASCAL,SAN MIGUEL SOYALTEPEC,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1957,31/12/2010,OPERANDO,18,15,0,96,24,0,35.0,
00020153,,TEOJOMULCO,SANTO DOMINGO TEOJOMULCO,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-SAN PEDRO JUCHATENGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/10/2011,OPERANDO,16,36,0,97,12,0,1255.0,
00020154,,SANTA MARIA TEOPOXCO,SANTA MARIA TEOPOXCO,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO PETLAPA,CLIMATOLOGICA,CONAGUA-DGE,01/08/1955,31/05/1980,SUSPENDIDA,18,10,0,96,57,0,1974.0,
00020155,,TEOTITLAN DEL CAMINO (SMN),TEOTITLAN DE FLORES MAGON,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-SMN,01/11/1942,31/05/1980,SUSPENDIDA,18,7,59,97,4,0,2002.0,
00020156,,TEOTITLAN DEL CAMINO (DGE),TEOTITLAN DE FLORES MAGON,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/02/1952,31/12/1996,SUSPENDIDA,18,7,0,97,4,59,918.0,
00020157,,TEPELMEME DE MORELOS,TEPELMEME VILLA DE MORELOS,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1950,30/11/2010,OPERANDO,17,52,0,97,22,0,2060.0,
00020158,,SAN JUAN TEPEUXILA,SAN JUAN TEPEUXILA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO QUIOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/04/1955,31/12/2010,OPERANDO,17,43,59,96,50,59,2115.0,
00020159,,SAN PEDRO Y SAN PABLO TEPOSCOLULA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,OAXACA,LERMA SANTIAGO PACIFICO,RIO PAPALOAPAN,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1992,SUSPENDIDA,17,31,0,97,30,0,2312.0,
00020160,,SAN JUAN TEPONAXTLA,SAN JUAN TEPEUXILA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO USILA O SANTA ROSA,CLIMATOLOGICA,CONAGUA-DGE,01/04/1955,31/05/1980,SUSPENDIDA,17,46,23,96,42,0,2373.0,
00020161,,SAN PEDRO TEUTILA,SAN PEDRO TEUTILA,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO BLANCO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2010,OPERANDO,18,0,0,96,42,35,452.0,
00020162,,TEQUISISTLAN,MAGDALENA TEQUISISTLAN,OAXACA,PACIFICO SUR,RIO TEHUANTEPEC,PRESA BENITO JUAREZ,CLIMATOLOGICA,CONAGUA-DGE,01/11/1940,31/12/2011,OPERANDO,16,25,3,95,35,56,182.0,
00020163,,TEZOATLAN DE SEGURA Y LUNA,TEZOATLAN DE SEGURA Y LUNA,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/09/1963,29/02/1996,SUSPENDIDA,17,39,7,97,48,39,1527.0,
00020164,,SANTA MARIA TILTEPEC,SAN PEDRO TOPILTEPEC,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO SORDO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/03/1996,SUSPENDIDA,17,28,48,97,22,0,2330.0,
00020165,,TLACOLULA DE MATAMOROS,TLACOLULA DE MATAMOROS,OAXACA,PACIFICO SUR,RIO ATOYAC,RIO ATOYAC-BALCON DEL DIABLO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1950,29/02/1992,SUSPENDIDA,16,57,0,96,28,59,1618.0,
00020166,,TLACOTEPEC PLUMAS,TLACOTEPEC PLUMAS,OAXACA,GOLFO CENTRO,RIO PAPALOAPAN,RIO SALADO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/12/1988,SUSPENDIDA,17,51,0,97,27,0,2155.0,
00020167,,SANTA MARIA ASUNCION TLAXIACO (DGE),HEROICA CIUDAD DE TLAXIACO,OAXACA,LERMA SANTIAGO PACIFICO,RIO ATOYAC,RIO MIXTECO,CLIMATOLOGICA,CONAGUA-DGE,01/09/1962,31/03/1995,SUSPENDIDA,17,16,0,97,40,59,2078.0,
