CLAVE,CLAVE_OMM,NOMBRE,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,INICIO,FIN,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES
00002164,,EJIDO EL PORVENIR,ENSENADA,BAJA CALIFORNIA,PENINSULA DE BAJA CALIFORNIA,LAGUNA SALADA-ARROYO DEL DIABLO,LAGUNA DEL SALADO,CLIMATOLOGICA,CONAGUA,01/05/1999,30/11/2010,OPERANDO,32,6,23,115,51,8,330.0,
00002165,,MESA DE SAN JACINTO,ENSENADA,BAJA CALIFORNIA,PENINSULA DE BAJA CALIFORNIA,ARROYO LAS ANIMAS-SANTO DOMINGO,ARROYO SANTO DOMINGO,CLIMATOLOGICA,CONAGUA,01/06/1999,30/11/2010,OPERANDO,30,53,4,116,7,25,53.0,
00002166,,SAN PEDRO MARTIR (OBS. ASTRON.),ENSENADA,BAJA CALIFORNIA,PENINSULA DE BAJA CALIFORNIA,LAGUNA SALADA-ARROYO DEL DIABLO,SANTA CLARA,CLIMATOLOGICA,CONAGUA,01/01/2000,31/12/2005,OPERANDO,31,2,39,115,27,32,2950.0,
00002167,,RANCHO MELING,ENSENADA,BAJA CALIFORNIA,PENINSULA DE BAJA CALIFORNIA,ARROYO LAS ANIMAS-SANTO DOMINGO,RIO SAN TELMO,CLIMATOLOGICA,CONAGUA,01/11/2000,31/12/2003,OPERANDO,30,58,23,115,44,43,645.0,
00003001,,AEROPUERTO VIEJO,LA PAZ,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,LA PAZ-CABO SAN LUCAS,BAHIA LA PAZ,CLIMATOLOGICA,CONAGUA-DGE,01/01/1972,31/12/1982,SUSPENDIDA,24,9,0,110,17,0,20.0,
00003002,,BAHIA TORTUGAS,MULEGE,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,SAN MIGUEL-ARROYO DEL VIGIA,PUERTO SAN BARTOLOME,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2011,OPERANDO,27,41,20,114,53,50,15.0,
00003003,,BOCA DEL SALADO,LOS CABOS,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,LA PAZ-CABO SAN LUCAS,ARROYO SANTIAGO,CLIMATOLOGICA,CONAGUA-DGE,01/07/1957,31/12/2011,OPERANDO,23,17,19,109,26,16,20.0,
00003004,,BUENAVISTA DE LORETO,COMONDU,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,ARROYO VENANCIO-ARROYO SALADO,ARROYO SOLEDAD,CLIMATOLOGICA,CONAGUA-DGE,01/09/1940,31/12/2011,OPERANDO,25,7,15,111,48,48,30.0,
00003005,,CABO SAN LUCAS,LOS CABOS,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,LA PAZ-CABO SAN LUCAS,CABO SAN LUCAS,CLIMATOLOGICA,CONAGUA-DGE,01/06/1937,31/12/2011,OPERANDO,22,52,55,109,54,45,15.0,
00003006,,CADEGE,COMONDU,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,LAGUNA SAN IGNACIO-ARROYO SAN RAYMUNDO,ARROYO SAN RAYMUNDO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2011,OPERANDO,26,22,34,112,30,45,80.0,
00003007,,CADUAÑO,LOS CABOS,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,LA PAZ-CABO SAN LUCAS,RIO SAN JOSE,CLIMATOLOGICA,CONAGUA-DGE,01/02/1942,31/12/2011,OPERANDO,23,19,55,109,56,50,200.0,
00003008,,COMONDU,COMONDU,BAJA CALIFORNIA SUR,PENINSULA DE BAJA CALIFORNIA,ARROYO MEZQUITAL-ARROYO COMONDU,ARROYO COMONDU,CLIMATOLOGICA,CONAGUA-DGE,01/08/1938,31/12/2011,OPERANDO,26,3,30,111,49,30,300.0,
